Ticker,SmartScore,Market Capitalization,Sector,Industry
ZYME,8.0,1089842515.9999998,Health Technology,Pharmaceuticals: Major
ZWS,4.0,7442682665.000001,Producer Manufacturing,Industrial Machinery
ZTS,9.0,68963780299.0,Health Technology,Pharmaceuticals: Major
ZTO,6.0,15088130460.20498,Transportation,Air Freight/Couriers
ZS,4.0,42092327690.0,Technology Services,Packaged Software
ZM,3.0,22137409520.0,Technology Services,Packaged Software
ZLAB,6.0,3790197370.53696,Health Technology,Biotechnology
ZK,5.0,7610839031.0,Consumer Durables,Motor Vehicles
ZIONP,,7897873009.0,Finance,Major Banks
ZION,7.0,7897873008.999999,Finance,Major Banks
ZIM,6.0,1770725290.0,Transportation,Marine Shipping
ZGN,4.0,3231960482.0,Consumer Non-Durables,Apparel/Footwear
ZG,7.0,19545139309.0,Technology Services,Internet Software/Services
ZETA,9.0,4353766367.0,Technology Services,Packaged Software
ZD,2.0,1486355232.9999998,Technology Services,Internet Software/Services
ZBRA,7.0,15686238898.0,Electronic Technology,Computer Processing Hardware
ZBH,6.0,20685181637.0,Health Technology,Medical Specialties
Z,7.0,19545139309.0,Technology Services,Internet Software/Services
YUMC,7.0,16625502348.999998,Consumer Services,Restaurants
YUM,7.0,41078053739.00001,Consumer Services,Restaurants
YPF,1.0,12479814059.1684,Energy Minerals,Integrated Oil
YOU,4.0,4615180137.0,Technology Services,Packaged Software
YMM,3.0,12644860952.0,Technology Services,Packaged Software
YEXT,6.0,1080771861.0,Technology Services,Data Processing Services
YETI,4.0,2755938078.0,Producer Manufacturing,Miscellaneous Manufacturing
YELP,2.0,1968753684.0,Technology Services,Internet Software/Services
YB,5.0,1134217850.0,Technology Services,Information Technology Services
YALA,5.0,1228207191.0,Technology Services,Internet Software/Services
XYZ,8.0,45164222626.0,Commercial Services,Miscellaneous Commercial Services
XYL,10.0,34130906079.000004,Producer Manufacturing,Industrial Machinery
XRAY,4.0,2772825525.0000005,Health Technology,Medical Specialties
XPRO,7.0,1335101578.0,Energy Minerals,Oil & Gas Production
XPO,8.0,15064125693.0,Transportation,Trucking
XPEV,7.0,19709109819.69414,Consumer Durables,Motor Vehicles
XPEL,4.0,1015589823.0,Consumer Durables,Automotive Aftermarket
XP,5.0,8520654812.0,Finance,Investment Banks/Brokers
XOM,8.0,465674491802.0,Energy Minerals,Integrated Oil
XMTR,10.0,2366424079.0,Technology Services,Information Technology Services
XIFR,1.0,1860866761.0,Utilities,Alternative Power Generation
XHR,6.0,1274837003.0,Finance,Real Estate Investment Trusts
XHG,2.0,3208519237.0,Finance,Real Estate Development
XERS,7.0,1225635972.0,Health Technology,Biotechnology
XENE,8.0,2943899346.0,Health Technology,Pharmaceuticals: Major
XEL,8.0,43268743579.0,Utilities,Electric Utilities
WYNN,5.0,11529957568.0,Consumer Services,Casinos/Gaming
WY,6.0,18593338448.0,Finance,Real Estate Investment Trusts
WWW,10.0,2345813117.0,Consumer Non-Durables,Apparel/Footwear
WWD,6.0,14862027956.999998,Producer Manufacturing,Industrial Machinery
WVE,6.0,1553210897.9999998,Health Technology,Biotechnology
WULF,7.0,3601803094.0,Technology Services,Data Processing Services
WU,5.0,2745221924.0,Finance,Regional Banks
WTW,8.0,32888303859.0,Finance,Insurance Brokers/Services
WTS,5.0,9047694751.999998,Producer Manufacturing,Industrial Machinery
WTRG,8.0,10999981126.999998,Utilities,Water Utilities
WTM,1.0,4741927268.999999,Finance,Multi-Line Insurance
WTFCN,,8617429151.0,Finance,Regional Banks
WTFC,7.0,8617429151.0,Finance,Regional Banks
WT,6.0,1902095261.0,Miscellaneous,Investment Trusts/Mutual Funds
WST,8.0,17446874797.0,Health Technology,Medical Specialties
WSR,5.0,1293273669.0,Finance,Real Estate Investment Trusts
WSO,6.0,16501858902.0,Producer Manufacturing,Building Products
WSM,10.0,24256448659.0,Retail Trade,Specialty Stores
WSFS,3.0,3116361682.0000005,Finance,Savings Banks
WSC,7.0,4260556644.0,Finance,Finance/Rental/Leasing
WSBCP,,2993922612.0,Finance,Regional Banks
WSBC,5.0,2993922612.0,Finance,Regional Banks
WS,7.0,1597406584.9999998,Non-Energy Minerals,Steel
WRD,4.0,2589213147.0,Consumer Durables,Motor Vehicles
WRBY,6.0,3179457700.0,Retail Trade,Specialty Stores
WRB/PH,7.0,27502520697.0,Finance,Multi-Line Insurance
WRB/PG,7.0,27502520697.0,Finance,Multi-Line Insurance
WRB/PF,7.0,27502520697.0,Finance,Multi-Line Insurance
WRB/PE,7.0,27502520697.0,Finance,Multi-Line Insurance
WRB,7.0,27502520697.0,Finance,Multi-Line Insurance
WPP,7.0,5697216728.8314,Commercial Services,Advertising/Marketing Services
WPM,7.0,42830685054.318695,Non-Energy Minerals,Precious Metals
WPC,6.0,14567304767.0,Finance,Real Estate Investment Trusts
WOR,3.0,3196658177.0,Producer Manufacturing,Industrial Machinery
WNS,9.0,3238918906.0,Commercial Services,Miscellaneous Commercial Services
WMT,10.0,781761736912.0,Retail Trade,Specialty Stores
WMS,9.0,10919576633.0,Producer Manufacturing,Miscellaneous Manufacturing
WMK,3.0,1773445320.9999998,Retail Trade,Food Retail
