Ticker,SmartScore,Market Capitalization,Sector,Industry
ZYME,7.0,1223895376.0,Health Technology,Pharmaceuticals: Major
ZWS,2.0,7729197961.0,Producer Manufacturing,Industrial Machinery
ZTS,10.0,62546485522.0,Health Technology,Pharmaceuticals: Major
ZTO,2.0,14774119403.600204,Transportation,Air Freight/Couriers
ZS,6.0,45378515655.0,Technology Services,Packaged Software
ZM,7.0,25137331837.0,Technology Services,Packaged Software
ZLAB,3.0,3610456195.26515,Health Technology,Biotechnology
ZK,4.0,7459752212.0,Consumer Durables,Motor Vehicles
ZIONP,,8458843315.0,Finance,Major Banks
ZION,9.0,8458843315.0,Finance,Major Banks
ZIM,2.0,1696041651.0,Transportation,Marine Shipping
ZGN,6.0,3734815727.0,Consumer Non-Durables,Apparel/Footwear
ZG,5.0,18722456345.0,Technology Services,Internet Software/Services
ZETA,9.0,4834608429.0,Technology Services,Packaged Software
ZD,5.0,1495375922.0,Technology Services,Internet Software/Services
ZBRA,7.0,15353711158.0,Electronic Technology,Computer Processing Hardware
ZBH,8.0,19209367207.0,Health Technology,Medical Specialties
Z,4.0,18722456345.0,Technology Services,Internet Software/Services
YUMC,7.0,15810635531.0,Consumer Services,Restaurants
YUM,8.0,41744141900.0,Consumer Services,Restaurants
YPF,3.0,11032265755.879845,Energy Minerals,Integrated Oil
YOU,6.0,4838495337.999999,Technology Services,Packaged Software
YMM,7.0,13510725514.0,Technology Services,Packaged Software
YEXT,7.0,1065998217.0,Technology Services,Data Processing Services
YETI,5.0,2768121836.0,Producer Manufacturing,Miscellaneous Manufacturing
YELP,1.0,1973798532.0,Technology Services,Internet Software/Services
YALA,7.0,1220303640.0,Technology Services,Internet Software/Services
XYZ,7.0,44914294795.0,Commercial Services,Miscellaneous Commercial Services
XYL,7.0,34430298949.99999,Producer Manufacturing,Industrial Machinery
XRAY,4.0,2467615278.0000005,Health Technology,Medical Specialties
XPRO,8.0,1419484567.0,Energy Minerals,Oil & Gas Production
XPO,9.0,15208972554.0,Transportation,Trucking
XPEV,8.0,21145172094.90105,Consumer Durables,Motor Vehicles
XP,3.0,9938129510.999998,Finance,Investment Banks/Brokers
XOM,7.0,492788713245.00006,Energy Minerals,Integrated Oil
XMTR,9.0,2795805342.0,Technology Services,Information Technology Services
XIFR,2.0,1825153234.0,Utilities,Alternative Power Generation
XHR,7.0,1363912701.0,Finance,Real Estate Investment Trusts
XERS,10.0,1267620826.0000002,Health Technology,Biotechnology
XENE,8.0,2815903735.0,Health Technology,Pharmaceuticals: Major
XEL,8.0,45687674606.0,Utilities,Electric Utilities
WYNN,8.0,13084406404.0,Consumer Services,Casinos/Gaming
WY,8.0,17438920595.0,Finance,Real Estate Investment Trusts
WWW,9.0,2267808861.0,Consumer Non-Durables,Apparel/Footwear
WWD,5.0,14629359643.0,Producer Manufacturing,Industrial Machinery
WVE,3.0,1059875420.0,Health Technology,Biotechnology
WULF,7.0,4475147466.000001,Technology Services,Data Processing Services
WU,5.0,2544982244.0,Finance,Regional Banks
WTW,7.0,32974146566.000004,Finance,Insurance Brokers/Services
WTTR,5.0,1301183715.0,Utilities,Water Utilities
WTS,4.0,9178806007.0,Producer Manufacturing,Industrial Machinery
WTRG,7.0,10598910859.0,Utilities,Water Utilities
WTM,1.0,4350013356.0,Finance,Multi-Line Insurance
WTFCN,,8944825787.0,Finance,Regional Banks
WTFC,7.0,8944825787.0,Finance,Regional Banks
WT,7.0,2080094896.0,Miscellaneous,Investment Trusts/Mutual Funds
WST,10.0,18298975948.0,Health Technology,Medical Specialties
WSR,8.0,1286139803.0,Finance,Real Estate Investment Trusts
WSO,6.0,16045167672.0,Producer Manufacturing,Building Products
WSM,9.0,24493254670.0,Retail Trade,Specialty Stores
WSFS,3.0,3084459290.0,Finance,Savings Banks
WSC,5.0,3792623762.000001,Finance,Finance/Rental/Leasing
WSBCP,,3083192993.0,Finance,Regional Banks
WSBC,8.0,3083192993.0,Finance,Regional Banks
WS,6.0,1481866473.0000002,Non-Energy Minerals,Steel
WRD,4.0,3104210314.0,Technology Services,Packaged Software
WRBY,3.0,3350199535.0000005,Retail Trade,Specialty Stores
WRB/PH,6.0,28280069172.0,Finance,Multi-Line Insurance
WRB/PG,6.0,28280069172.0,Finance,Multi-Line Insurance
WRB/PF,6.0,28280069172.0,Finance,Multi-Line Insurance
WRB/PE,6.0,28280069172.0,Finance,Multi-Line Insurance
WRB,6.0,28280069172.0,Finance,Multi-Line Insurance
WPP,4.0,5058250437.1312,Commercial Services,Advertising/Marketing Services
WPM,8.0,48732106030.51498,Non-Energy Minerals,Precious Metals
WPC,5.0,14760018236.0,Finance,Real Estate Investment Trusts
WOR,9.0,2628600267.0,Producer Manufacturing,Industrial Machinery
WNS,6.0,3265941949.0,Commercial Services,Miscellaneous Commercial Services
WMT,10.0,821602327529.0,Retail Trade,Specialty Stores
WMS,8.0,10558804574.0,Producer Manufacturing,Miscellaneous Manufacturing
WMK,6.0,1770970898.9999998,Retail Trade,Food Retail
WMG,9.0,17352964465.0,Commercial Services,Commercial Printing/Forms
WMB,6.0,77312740855.00002,Industrial Services,Oil & Gas Pipelines
WM,6.0,87478634258.0,Industrial Services,Environmental Services
WLYB,,2114501310.0,Consumer Services,Publishing: Books/Magazines
WLY,3.0,2114501310.0,Consumer Services,Publishing: Books/Magazines
WLK,6.0,9746715881.0,Process Industries,Chemicals: Specialty
WLDN,8.0,1424126583.0000002,Commercial Services,Miscellaneous Commercial Services
WKC,7.0,1449157565.0000002,Distribution Services,Wholesale Distributors
WK,8.0,4690184479.999999,Technology Services,Information Technology Services
WIX,9.0,9663716863.0,Technology Services,Packaged Software
WIT,3.0,28536552372.59355,Technology Services,Information Technology Services
WING,2.0,6959437025.0,Consumer Services,Restaurants
WINA,6.0,1754499630.9999998,Retail Trade,Apparel/Footwear Retail
WHR,7.0,4330139652.0,Consumer Durables,Electronics/Appliances
WHD,1.0,3258040743.9999995,Industrial Services,Oilfield Services/Equipment
WH,8.0,6181801683.0,Consumer Services,Hotels/Resorts/Cruise lines
WGS,9.0,3244916924.0000005,Health Services,Medical/Nursing Services
WFRD,9.0,4891244825.0,Industrial Services,Oilfield Services/Equipment
WFG,3.0,5259805263.589826,Non-Energy Minerals,Forest Products
WFC/PZ,9.0,270114157811.0,Finance,Major Banks
WFC/PY,9.0,270114157811.0,Finance,Major Banks
WFC/PL,9.0,270114157811.0,Finance,Major Banks
WFC/PD,9.0,270114157811.0,Finance,Major Banks
WFC/PC,9.0,270114157811.0,Finance,Major Banks
WFC/PA,9.0,270114157811.0,Finance,Major Banks
WFC,9.0,270114157811.00003,Finance,Major Banks
WF,7.0,13916988600.769064,Finance,Major Banks
WEX,7.0,5415817189.0,Commercial Services,Miscellaneous Commercial Services
WES,7.0,15009183338.0,Industrial Services,Oil & Gas Pipelines
WERN,1.0,1570545759.0,Transportation,Trucking
WEN,6.0,1745576231.9999998,Consumer Services,Restaurants
WELL,10.0,114685956604.0,Finance,Real Estate Investment Trusts
WEC,6.0,35804416985.99999,Utilities,Electric Utilities
WDS,6.0,29066547669.28628,Energy Minerals,Oil & Gas Production
WDFC,3.0,2698517139.0,Process Industries,Industrial Specialties
WDC,9.0,37193520075.0,Electronic Technology,Computer Peripherals
WDAY,9.0,64814250000.0,Technology Services,Information Technology Services
WD,6.0,2802525761.0,Finance,Finance/Rental/Leasing
WCN,4.0,44109075028.902855,Industrial Services,Environmental Services
WCC,8.0,10146662627.0,Distribution Services,Wholesale Distributors
WBTN,8.0,2618695842.0,Technology Services,Internet Software/Services
WBS/PG,5.0,9941404658.0,Finance,Savings Banks
WBS/PF,5.0,9941404658.0,Finance,Savings Banks
WBS,5.0,9941404658.0,Finance,Savings Banks
WBD,10.0,48970776148.0,Consumer Services,Cable/Satellite TV
WB,9.0,3106290770.68485,Technology Services,Internet Software/Services
WAY,5.0,6462523346.0,Technology Services,Packaged Software
WAT,1.0,17130449293.999998,Health Technology,Medical Specialties
WAL/PA,3.0,9740047709.0,Finance,Regional Banks
WAL,3.0,9740047709.000002,Finance,Regional Banks
WAFDP,,2427583118.0,Finance,Major Banks
WAFD,6.0,2427583118.0,Finance,Major Banks
WABC,6.0,1264690193.0,Finance,Regional Banks
WAB,6.0,33253811510.0,Producer Manufacturing,Trucks/Construction/Farm Machinery
W,9.0,11017289785.999998,Retail Trade,Specialty Stores
VZLA,7.0,1399974940.1640213,Non-Energy Minerals,Precious Metals
VZ,5.0,182777690783.00003,Communications,Wireless Telecommunications
VYX,4.0,1740370225.9999998,Technology Services,Packaged Software
VVX,7.0,1704085769.0,Commercial Services,Miscellaneous Commercial Services
VVV,9.0,4679096787.0,Consumer Services,Other Consumer Services
VTRS,7.0,11064125680.0,Health Technology,Pharmaceuticals: Major
VTR,10.0,31769915972.0,Finance,Real Estate Investment Trusts
VTOL,4.0,1071592590.0,Transportation,Airlines
VTMX,6.0,2447735902.32108,Finance,Real Estate Development
VST,10.0,68312949752.0,Utilities,Electric Utilities
VSH,2.0,2020232417.0,Electronic Technology,Electronic Production Equipment
VSEC,8.0,3331368743.0,Industrial Services,Engineering & Construction
VSCO,8.0,2051409110.0,Retail Trade,Apparel/Footwear Retail
VSAT,5.0,3866770357.0,Electronic Technology,Telecommunications Equipment
VRTX,6.0,97907898371.0,Health Technology,Pharmaceuticals: Major
VRTS,4.0,1281664282.0,Finance,Investment Managers
VRT,7.0,53373505916.0,Electronic Technology,Electronic Production Equipment
VRSN,4.0,26499083756.0,Technology Services,Internet Software/Services
VRSK,7.0,34098834217.0,Technology Services,Data Processing Services
VRRM,5.0,3931085640.0,Transportation,Other Transportation
VRNT,2.0,1222457001.0,Technology Services,Information Technology Services
VRNS,7.0,6567081274.000001,Technology Services,Packaged Software
VRNA,5.0,9174413154.0,Health Technology,Pharmaceuticals: Major
VRE,2.0,1396655417.0,Finance,Real Estate Investment Trusts
VRDN,9.0,1558117990.0,Health Technology,Pharmaceuticals: Major
VOYG,6.0,1726631124.0,Technology Services,Information Technology Services
