Ticker,SmartScore,Market Capitalization,Sector,Industry
ZYME,,1083026255.0,Health Technology,Pharmaceuticals: Major
ZWS,7.0,7606884698.0,Producer Manufacturing,Industrial Machinery
ZTS,,67833661093.00001,Health Technology,Pharmaceuticals: Major
ZTO,7.0,15743634192.648722,Transportation,Air Freight/Couriers
ZS,,42191970453.0,Technology Services,Packaged Software
ZM,,21741072863.0,Technology Services,Packaged Software
ZLAB,,3928757707.1847606,Health Technology,Biotechnology
ZK,5.0,7466569794.0,Consumer Durables,Motor Vehicles
ZIONP,,7937731501.0,Finance,Major Banks
ZION,,7937731501.000001,Finance,Major Banks
ZIM,,2042959162.0,Transportation,Marine Shipping
ZGN,,3309397139.0,Consumer Non-Durables,Apparel/Footwear
ZG,,20471210955.0,Technology Services,Internet Software/Services
ZETA,8.0,4239506441.000001,Technology Services,Packaged Software
ZD,,1485125196.0,Technology Services,Internet Software/Services
ZBRA,,16662464920.0,Electronic Technology,Computer Processing Hardware
ZBH,,20229561795.0,Health Technology,Medical Specialties
Z,,20471210955.0,Technology Services,Internet Software/Services
YUMC,,16525948273.999998,Consumer Services,Restaurants
YUM,,40733912213.00001,Consumer Services,Restaurants
YPF,,12999871863.761858,Energy Minerals,Integrated Oil
YOU,,4491559204.0,Technology Services,Packaged Software
YMM,,11264280937.0,Technology Services,Packaged Software
YETI,,2754313556.0,Producer Manufacturing,Miscellaneous Manufacturing
YELP,,1964339457.0,Technology Services,Internet Software/Services
YB,,1172536038.0,Technology Services,Information Technology Services
YALA,5.0,1231368597.0,Technology Services,Internet Software/Services
XYZ,,46352918067.0,Commercial Services,Miscellaneous Commercial Services
XYL,,34525228578.0,Producer Manufacturing,Industrial Machinery
XRAY,5.0,2766841063.0,Health Technology,Medical Specialties
XPRO,6.0,1207949005.0,Energy Minerals,Oil & Gas Production
XPO,,15153624230.0,Transportation,Trucking
XPEV,,18870019202.4165,Consumer Durables,Motor Vehicles
XPEL,,1044092719.0,Consumer Durables,Automotive Aftermarket
XP,7.0,9163523889.0,Finance,Investment Banks/Brokers
XOM,,457787458701.0,Energy Minerals,Integrated Oil
XMTR,,2397420861.0,Technology Services,Information Technology Services
XIFR,4.0,1768763294.0,Utilities,Alternative Power Generation
XHR,,1279625949.0,Finance,Real Estate Investment Trusts
XHG,,3357473769.0,Finance,Real Estate Development
XERS,9.0,1178806673.0000002,Health Technology,Biotechnology
XENE,,2926935976.0,Health Technology,Pharmaceuticals: Major
XEL,,42813342872.0,Utilities,Electric Utilities
WYNN,8.0,11580905847.0,Consumer Services,Casinos/Gaming
WY,,18975738390.0,Finance,Real Estate Investment Trusts
WWW,,2314123814.9999995,Consumer Non-Durables,Apparel/Footwear
WWD,,14711513071.999998,Producer Manufacturing,Industrial Machinery
WVE,,1417941449.0,Health Technology,Biotechnology
WULF,5.0,3413678620.0,Technology Services,Data Processing Services
WU,,2674169034.9999995,Finance,Regional Banks
WTW,4.0,32190836334.0,Finance,Insurance Brokers/Services
WTS,,9155119482.0,Producer Manufacturing,Industrial Machinery
WTRG,8.0,10957910400.0,Utilities,Water Utilities
WTM,,4749472313.999999,Finance,Multi-Line Insurance
WTFCN,,8561858120.000001,Finance,Regional Banks
WTFC,,8561858120.0,Finance,Regional Banks
WT,,1993301666.0,Miscellaneous,Investment Trusts/Mutual Funds
WST,,17703583379.0,Health Technology,Medical Specialties
WSR,7.0,1241298204.0,Finance,Real Estate Investment Trusts
WSO.B,,17240484549.215816,Producer Manufacturing,Building Products
WSO,,17158014112.000002,Producer Manufacturing,Building Products
WSM,10.0,25268722185.0,Retail Trade,Specialty Stores
WSFS,,3132032973.0,Finance,Savings Banks
WSC,,4487240262.999999,Finance,Finance/Rental/Leasing
WSBCP,,3004481368.0,Finance,Regional Banks
WSBC,,3004481368.0000005,Finance,Regional Banks
WS,,1642683463.0,Non-Energy Minerals,Steel
WRD,,2745703828.0,Technology Services,Packaged Software
WRBY,,3274585403.0,Retail Trade,Specialty Stores
WRB/PH,8.0,27142190815.0,Finance,Multi-Line Insurance
WRB/PG,,27142190815.0,Finance,Multi-Line Insurance
WRB/PF,,27142190815.0,Finance,Multi-Line Insurance
WRB/PE,,27142190815.0,Finance,Multi-Line Insurance
WRB,,27142190815.000004,Finance,Multi-Line Insurance
WPP,5.0,5434217669.1546,Commercial Services,Advertising/Marketing Services
WPM,,42798812835.75309,Non-Energy Minerals,Precious Metals
WPC,6.0,14273857141.0,Finance,Real Estate Investment Trusts
WOR,6.0,3231035942.9999995,Producer Manufacturing,Industrial Machinery
