Ticker,SmartScore,Market Capitalization,Sector,Industry
ZYME,9.0,1395005849.0,Health Technology,Pharmaceuticals: Major
ZWS,5.0,7763404197.000001,Producer Manufacturing,Industrial Machinery
ZTS,8.0,53394390548.00001,Health Technology,Pharmaceuticals: Major
ZTO,4.0,15220135575.97977,Transportation,Air Freight/Couriers
ZS,6.0,48851636186.99999,Technology Services,Packaged Software
ZM,8.0,25152297230.000004,Technology Services,Packaged Software
ZLAB,1.0,2476341206.5251493,Health Technology,Biotechnology
ZK,3.0,7054999204.0,Consumer Durables,Motor Vehicles
ZIONP,,7516405170.0,Finance,Major Banks
ZION,7.0,7516405170.000001,Finance,Major Banks
ZIM,3.0,1928524671.0,Transportation,Marine Shipping
ZGN,7.0,4041618768.0,Consumer Non-Durables,Apparel/Footwear
ZG,6.0,16949223308.0,Technology Services,Internet Software/Services
ZETA,10.0,4453270496.0,Technology Services,Packaged Software
ZD,1.0,1222675799.0,Technology Services,Internet Software/Services
ZBRA,8.0,12237995511.0,Electronic Technology,Computer Processing Hardware
ZBIO,9.0,1914199012.0,Health Technology,Biotechnology
ZBH,7.0,17949304221.0,Health Technology,Medical Specialties
Z,5.0,16949223308.0,Technology Services,Internet Software/Services
YUMC,4.0,16759008844.0,Consumer Services,Restaurants
YUM,6.0,41572957354.0,Consumer Services,Restaurants
YPF,3.0,15351882203.30885,Energy Minerals,Integrated Oil
YOU,7.0,5073025822.0,Technology Services,Packaged Software
YMM,6.0,13043406237.0,Technology Services,Packaged Software
YEXT,7.0,1062301146.0,Technology Services,Data Processing Services
YETI,5.0,2950483506.0,Producer Manufacturing,Miscellaneous Manufacturing
YELP,2.0,1788801973.0,Technology Services,Internet Software/Services
YALA,6.0,1098589417.0,Technology Services,Internet Software/Services
XZO,-1.0,1615809062.0,Technology Services,Packaged Software
XYZ,6.0,37857715450.0,Commercial Services,Miscellaneous Commercial Services
XYL,9.0,35855688796.0,Producer Manufacturing,Industrial Machinery
XRAY,2.0,2185094048.9999995,Health Technology,Medical Specialties
XPRO,9.0,1527387692.0,Energy Minerals,Oil & Gas Production
XPO,8.0,15902046128.0,Transportation,Trucking
XPEV,10.0,25963939607.681408,Consumer Durables,Motor Vehicles
XPEL,7.0,1127626301.0,Consumer Durables,Automotive Aftermarket
XP,5.0,10054056425.0,Finance,Investment Banks/Brokers
XOM,6.0,500957096854.0,Energy Minerals,Integrated Oil
XMTR,10.0,3034886113.9999995,Technology Services,Information Technology Services
XIFR,4.0,1738688707.0,Utilities,Alternative Power Generation
XHR,10.0,1311163487.0,Finance,Real Estate Investment Trusts
XERS,8.0,1204610354.0,Health Technology,Biotechnology
XENE,9.0,3094091436.9999995,Health Technology,Pharmaceuticals: Major
XELLL,,47405993913.0,Utilities,Electric Utilities
XEL,9.0,47405993912.99999,Utilities,Electric Utilities
WYNN,7.0,12789900967.0,Consumer Services,Casinos/Gaming
WY,7.0,16176121740.0,Finance,Real Estate Investment Trusts
WWW,9.0,1280338518.0,Consumer Non-Durables,Apparel/Footwear
WWD,4.0,15788506802.0,Producer Manufacturing,Industrial Machinery
WVE,7.0,1115102472.0,Health Technology,Biotechnology
WULF,9.0,4890204542.0,Technology Services,Data Processing Services
WU,6.0,2844711881.0000005,Finance,Regional Banks
WTW,10.0,31051273524.0,Finance,Insurance Brokers/Services
WTTR,9.0,1223410024.9999998,Utilities,Water Utilities
WTS,6.0,9070994092.999998,Producer Manufacturing,Industrial Machinery
WTRG,8.0,11304872435.999998,Utilities,Water Utilities
WTM,4.0,4889427815.0,Finance,Multi-Line Insurance
