Ticker,SmartScore,Market Capitalization,Sector,Industry
ZWS,7.0,5983050536.0,Producer Manufacturing,Industrial Machinery
ZTS,5.0,69033962069.0,Health Technology,Pharmaceuticals: Major
ZTO,4.0,13324200899.165548,Transportation,Air Freight/Couriers
ZS,3.0,47551017805.0,Technology Services,Data Processing Services
ZM,9.0,23441391374.0,Technology Services,Packaged Software
ZLAB,-1.0,3868154456.0886,Health Technology,Biotechnology
ZK,8.0,6568050571.0,Consumer Durables,Motor Vehicles
ZIONP,,7132097809.0,Finance,Major Banks
ZION,6.0,7132097808.999999,Finance,Major Banks
ZIM,9.0,2134506893.0,Transportation,Marine Shipping
ZGN,7.0,3692504913.000001,Consumer Non-Durables,Apparel/Footwear
ZG,-1.0,16223696541.0,Technology Services,Internet Software/Services
ZETA,8.0,2965500723.0000005,Technology Services,Packaged Software
ZD,3.0,1335017819.0,Technology Services,Internet Software/Services
ZBRA,2.0,14835733711.999998,Electronic Technology,Computer Processing Hardware
ZBH,4.0,17915126602.0,Health Technology,Medical Specialties
Z,7.0,16223696541.0,Technology Services,Internet Software/Services
YUMC,-1.0,15963314259.000002,Consumer Services,Restaurants
YUM,6.0,38459169504.0,Consumer Services,Restaurants
YPF,8.0,14029997328.695637,Energy Minerals,Integrated Oil
YOU,6.0,3275369291.9999995,Technology Services,Packaged Software
YMM,6.0,12257880221.0,Technology Services,Packaged Software
YETI,6.0,2425665798.9999995,Producer Manufacturing,Miscellaneous Manufacturing
YELP,-1.0,2212140300.9999995,Technology Services,Internet Software/Services
YALA,7.0,1005327918.0,Technology Services,Internet Software/Services
XYZ,2.0,38803503115.0,Commercial Services,Miscellaneous Commercial Services
XYL,7.0,30450511611.0,Producer Manufacturing,Industrial Machinery
XRAY,7.0,3069118222.0,Health Technology,Medical Specialties
XPRO,7.0,1107752606.9999998,Energy Minerals,Oil & Gas Production
XPO,-1.0,14209825352.0,Transportation,Trucking
XPEV,9.0,17372365883.171997,Consumer Durables,Motor Vehicles
XP,5.0,10459802132.0,Finance,Investment Banks/Brokers
XOM,6.0,487808067060.0,Energy Minerals,Integrated Oil
XMTR,8.0,1664728024.0,Technology Services,Packaged Software
XHR,6.0,1212074442.0,Finance,Real Estate Investment Trusts
XHG,-1.0,3597559925.0,Finance,Real Estate Development
XENE,7.0,2447801952.0,Health Technology,Biotechnology
XEL,9.0,38227693197.00001,Utilities,Electric Utilities
WYNN,5.0,9086815120.0,Consumer Services,Casinos/Gaming
WY,7.0,18835339578.0,Finance,Real Estate Investment Trusts
WWW,10.0,1426375348.0,Consumer Non-Durables,Apparel/Footwear
WWD,-1.0,14220209826.0,Producer Manufacturing,Industrial Machinery
WVE,4.0,1063525581.0000002,Health Technology,Biotechnology
WULF,1.0,1476802584.0,Technology Services,Data Processing Services
WU,2.0,2789633385.0,Finance,Regional Banks
WTW,5.0,29497061901.0,Finance,Insurance Brokers/Services
WTTR,7.0,1116799590.0,Utilities,Water Utilities
WTS,-1.0,8045161785.0,Producer Manufacturing,Industrial Machinery
WTRG,7.0,10481822149.0,Utilities,Water Utilities
WTM,3.0,4505178861.0,Finance,Multi-Line Insurance
WTFCP,,7944629773.0,Finance,Regional Banks
WTFCN,,7944629773.0,Finance,Regional Banks
WTFCM,,7944629773.0,Finance,Regional Banks
WTFC,-1.0,7944629773.0,Finance,Regional Banks
WT,7.0,1504130400.9999998,Miscellaneous,Investment Trusts/Mutual Funds
WST,9.0,15658697612.0,Health Technology,Medical Specialties
WSR,9.0,1260701366.0,Finance,Real Estate Investment Trusts
WSO,2.0,17250960800.0,Producer Manufacturing,Building Products
WSM,1.0,19733809389.0,Retail Trade,Specialty Stores
WSFS,-1.0,2915498494.0,Finance,Savings Banks
WSC,6.0,4731185599.000001,Finance,Finance/Rental/Leasing
WSBCP,,2882603398.0,Finance,Regional Banks
WSBC,9.0,2882603398.0,Finance,Regional Banks
WS,6.0,1279676565.0,Non-Energy Minerals,Steel
WRD,3.0,2179491371.0,Technology Services,Packaged Software
WRBY,-1.0,2593245411.0,Retail Trade,Specialty Stores
