Ticker,SmartScore,Market Capitalization,Sector,Industry
ZWS,,6139525188.0,Producer Manufacturing,Industrial Machinery
ZTS,6.0,74412076354.99998,Health Technology,Pharmaceuticals: Major
ZTO,,14090500045.34896,Transportation,Air Freight/Couriers
ZS,5.0,38852969555.99999,Technology Services,Data Processing Services
ZM,9.0,24185658266.0,Technology Services,Packaged Software
ZLAB,7.0,3502020366.288,Health Technology,Biotechnology
ZK,7.0,6730037015.0,Consumer Durables,Motor Vehicles
ZIONP,,7043554982.0,Finance,Major Banks
ZION,-1.0,7043554982.0,Finance,Major Banks
ZIM,8.0,2075482743.0,Transportation,Marine Shipping
ZGN,6.0,3525404482.0,Consumer Non-Durables,Apparel/Footwear
ZG,,16000959242.999998,Technology Services,Internet Software/Services
ZETA,8.0,3083272791.0,Technology Services,Packaged Software
ZD,,1352273798.0,Technology Services,Internet Software/Services
ZBRA,6.0,14874636466.0,Electronic Technology,Computer Processing Hardware
ZBH,,18467120874.0,Health Technology,Medical Specialties
Z,8.0,16000959243.0,Technology Services,Internet Software/Services
YUMC,5.0,16713695386.0,Consumer Services,Restaurants
YUM,4.0,40038005874.0,Consumer Services,Restaurants
YPF,6.0,14440084883.968596,Energy Minerals,Integrated Oil
YOU,6.0,3234127662.0000005,Technology Services,Packaged Software
YMM,-1.0,12718073227.0,Technology Services,Packaged Software
YETI,8.0,2527528815.0000005,Producer Manufacturing,Miscellaneous Manufacturing
YELP,,2468786656.0,Technology Services,Internet Software/Services
YALA,,1092266606.0,Technology Services,Internet Software/Services
XYZ,4.0,38231506449.0,Commercial Services,Miscellaneous Commercial Services
XYL,5.0,30579489208.0,Producer Manufacturing,Industrial Machinery
XRAY,6.0,3254461141.0,Health Technology,Medical Specialties
XPO,,13846980988.999998,Transportation,Trucking
XPEV,8.0,19486606915.73292,Consumer Durables,Motor Vehicles
XPEL,,1010317278.0,Consumer Durables,Automotive Aftermarket
XP,7.0,10143636633.0,Finance,Investment Banks/Brokers
XOM,3.0,442556855878.0,Energy Minerals,Integrated Oil
XMTR,9.0,1665741580.0000002,Producer Manufacturing,Metal Fabrication
XHR,,1204178199.0,Finance,Real Estate Investment Trusts
XHG,2.0,4210165665.000001,Finance,Real Estate Development
XENE,8.0,2228343942.9999995,Health Technology,Pharmaceuticals: Major
XEL,,40067560984.0,Utilities,Electric Utilities
X,6.0,12052290102.000002,Non-Energy Minerals,Steel
WYNN,5.0,9486212537.0,Consumer Services,Casinos/Gaming
WY,,18886109851.0,Finance,Real Estate Investment Trusts
WWW,9.0,1406114335.0,Consumer Non-Durables,Apparel/Footwear
WWD,8.0,12968898104.0,Producer Manufacturing,Industrial Machinery
WULF,,1399885854.9999998,Technology Services,Data Processing Services
WU,5.0,3080495686.0,Finance,Regional Banks
WTW,3.0,31259945009.0,Finance,Insurance Brokers/Services
WTS,,8096559815.0,Producer Manufacturing,Industrial Machinery
WTRG,,10767766613.999998,Utilities,Water Utilities
WTM,,4597163809.999999,Finance,Multi-Line Insurance
WTFCP,,8028292684.0,Finance,Regional Banks
WTFCN,,8028292684.0,Finance,Regional Banks
WTFCM,,8028292684.0,Finance,Regional Banks
WTFC,,8028292684.0,Finance,Regional Banks
WT,,1398267947.0000002,Miscellaneous,Investment Trusts/Mutual Funds
WST,,15120576511.999998,Health Technology,Medical Specialties
WSR,9.0,1255617970.0,Finance,Real Estate Investment Trusts
WSO.B,,18085492344.0,Producer Manufacturing,Building Products
WSO,5.0,18085492344.0,Producer Manufacturing,Building Products
WSM,4.0,20234410526.0,Retail Trade,Specialty Stores
WSFS,,3027917129.9999995,Finance,Savings Banks
WSC,8.0,4977411591.0,Finance,Finance/Rental/Leasing
WSBCP,,2957227782.0,Finance,Regional Banks
WSBC,,2957227781.9999995,Finance,Regional Banks
WS,,1298450610.0,Non-Energy Minerals,Steel
WRD,,2893658989.0,Technology Services,Packaged Software
WRBY,6.0,2520401394.0,Retail Trade,Specialty Stores
WRB/PH,9.0,28057157206.0,Finance,Multi-Line Insurance
WRB/PG,9.0,28057157206.0,Finance,Multi-Line Insurance
WRB/PF,9.0,28057157206.0,Finance,Multi-Line Insurance
WRB/PE,9.0,28057157206.0,Finance,Multi-Line Insurance
WRB,-1.0,28057157206.0,Finance,Multi-Line Insurance
WPP,4.0,8741849882.635199,Commercial Services,Advertising/Marketing Services
WPM,,39057092493.54237,Non-Energy Minerals,Precious Metals
WPC,7.0,13815209220.0,Finance,Real Estate Investment Trusts
WOR,,2953103016.9999995,Producer Manufacturing,Industrial Machinery
WNS,,2671280302.0,Commercial Services,Miscellaneous Commercial Services
WMT,7.0,776886135594.0,Retail Trade,Food Retail
