Ticker,SmartScore,Market Capitalization,Sector,Industry
ZWS,6.0,4996336527.0,Producer Manufacturing,Industrial Machinery
ZTS,9.0,65463897154.0,Health Technology,Pharmaceuticals: Major
ZTO,4.0,14785103711.28296,Transportation,Air Freight/Couriers
ZS,9.0,31389039564.0,Technology Services,Data Processing Services
ZM,5.0,21732650900.0,Technology Services,Packaged Software
ZLAB,-1.0,3270227936.20611,Health Technology,Biotechnology
ZK,6.0,4829225461.0,Consumer Durables,Motor Vehicles
ZION,1.0,6398345156.0,Finance,Major Banks
ZIM,9.0,1623767102.0,Transportation,Marine Shipping
ZI,2.0,2703938279.0,Technology Services,Packaged Software
ZGN,9.0,2795870091.0,Consumer Non-Durables,Apparel/Footwear
ZG,-1.0,15095553454.0,Finance,Real Estate Development
ZETA,2.0,2698150087.0,Technology Services,Packaged Software
ZD,7.0,1333427023.0,Technology Services,Internet Software/Services
ZBRA,8.0,11494972770.0,Electronic Technology,Computer Processing Hardware
ZBH,7.0,19178738417.0,Health Technology,Medical Specialties
Z,3.0,15095553454.000002,Finance,Real Estate Development
YUMC,-1.0,16477365391.0,Consumer Services,Restaurants
YUM,6.0,39705747040.0,Consumer Services,Restaurants
YPF,10.0,13407383220.417532,Energy Minerals,Integrated Oil
YOU,4.0,3496537762.0,Technology Services,Packaged Software
YMM,10.0,10405647460.0,Technology Services,Packaged Software
YETI,9.0,2230242225.0,Producer Manufacturing,Miscellaneous Manufacturing
YELP,-1.0,2181862891.0000005,Technology Services,Internet Software/Services
XYZ,4.0,33297051627.0,Finance,Regional Banks
XYL,6.0,26571329447.0,Producer Manufacturing,Industrial Machinery
XRAY,7.0,2521061383.0,Health Technology,Medical Specialties
XPO,7.0,11011918030.0,Transportation,Trucking
XPEV,9.0,17963055746.85446,Consumer Durables,Motor Vehicles
XP,-1.0,7383875401.0,Finance,Investment Banks/Brokers
XOM,7.0,450652335848.0,Energy Minerals,Integrated Oil
XMTR,5.0,1099587528.0,Producer Manufacturing,Metal Fabrication
XHG,4.0,6928120273.0,Finance,Real Estate Development
XENE,7.0,2585616237.0,Health Technology,Pharmaceuticals: Major
XEL,8.0,39802328754.0,Utilities,Electric Utilities
X,-1.0,9468274847.0,Non-Energy Minerals,Steel
WYNN,4.0,7827717440.999999,Consumer Services,Casinos/Gaming
WY,8.0,18574474434.0,Finance,Real Estate Investment Trusts
WWD,7.0,10066248958.000002,Producer Manufacturing,Industrial Machinery
WU,8.0,3264675681.9999995,Finance,Regional Banks
WTW,5.0,32271935169.0,Finance,Insurance Brokers/Services
WTS,-1.0,6591190894.000001,Producer Manufacturing,Industrial Machinery
WTRG,8.0,11034746462.000002,Utilities,Water Utilities
