Ticker,SmartScore,Market Capitalization,Sector,Industry
ZYME,7.0,1404904611.0,Health Technology,Pharmaceuticals: Major
ZWS,3.0,7694011446.000001,Producer Manufacturing,Industrial Machinery
ZTS,10.0,63490461718.0,Health Technology,Pharmaceuticals: Major
ZTO,2.0,14866863636.954245,Transportation,Air Freight/Couriers
ZS,7.0,47369937933.00001,Technology Services,Packaged Software
ZM,5.0,23892288339.000004,Technology Services,Packaged Software
ZLAB,4.0,3346046634.0192003,Health Technology,Biotechnology
ZK,5.0,7551974089.0,Consumer Durables,Motor Vehicles
ZIONP,,6927984724.0,Finance,Major Banks
ZION,10.0,6927984723.999999,Finance,Major Banks
ZIM,5.0,1604493920.0,Transportation,Marine Shipping
ZGN,3.0,4090707207.0,Consumer Non-Durables,Apparel/Footwear
ZG,6.0,17760258029.0,Technology Services,Internet Software/Services
ZETA,9.0,4339483593.0,Technology Services,Packaged Software
ZD,4.0,1494965805.0,Technology Services,Internet Software/Services
ZBRA,6.0,14944915687.000002,Electronic Technology,Computer Processing Hardware
ZBIO,9.0,1019490649.0,Health Technology,Biotechnology
ZBH,8.0,19793749737.0,Health Technology,Medical Specialties
Z,6.0,17760258029.0,Technology Services,Internet Software/Services
YUMC,6.0,15965496487.000002,Consumer Services,Restaurants
YUM,8.0,39793066443.99999,Consumer Services,Restaurants
YPF,3.0,10939727128.3399,Energy Minerals,Integrated Oil
YOU,5.0,4114050223.000001,Technology Services,Packaged Software
YMM,5.0,13095329830.0,Technology Services,Packaged Software
YEXT,8.0,1016703547.0,Technology Services,Data Processing Services
YETI,3.0,2721011634.9999995,Producer Manufacturing,Miscellaneous Manufacturing
YELP,1.0,2059561064.0,Technology Services,Internet Software/Services
YB,6.0,1009796485.0,Technology Services,Information Technology Services
YALA,8.0,1103331563.0,Technology Services,Internet Software/Services
XYZ,9.0,45438539105.00001,Commercial Services,Miscellaneous Commercial Services
XYL,8.0,35253024868.0,Producer Manufacturing,Industrial Machinery
XRAY,2.0,2517486242.0,Health Technology,Medical Specialties
XPRO,8.0,1462254041.0,Energy Minerals,Oil & Gas Production
XPO,8.0,15436254311.999998,Transportation,Trucking
XPEV,8.0,20301996028.38912,Consumer Durables,Motor Vehicles
XP,3.0,8647120811.000002,Finance,Investment Banks/Brokers
XOM,6.0,471685653257.0,Energy Minerals,Integrated Oil
XNCR,8.0,1066279491.9999998,Health Technology,Biotechnology
XMTR,10.0,2391323194.0,Technology Services,Information Technology Services
XIFR,4.0,1941692347.0,Utilities,Alternative Power Generation
XHR,9.0,1235566967.0,Finance,Real Estate Investment Trusts
XERS,9.0,1475930564.0,Health Technology,Biotechnology
XENE,8.0,3251551310.0,Health Technology,Pharmaceuticals: Major
XELLL,,47964664607.0,Utilities,Electric Utilities
XEL,8.0,47964664606.99999,Utilities,Electric Utilities
WYNN,8.0,12052959397.0,Consumer Services,Casinos/Gaming
WYFI,-1.0,1189218000.0,Technology Services,Data Processing Services
WY,8.0,17063734551.000002,Finance,Real Estate Investment Trusts
WWW,9.0,2138614434.0,Consumer Non-Durables,Apparel/Footwear
WWD,4.0,14809857638.0,Producer Manufacturing,Industrial Machinery
WVE,5.0,1252435379.9999998,Health Technology,Biotechnology
WULF,9.0,5654105818.0,Technology Services,Data Processing Services
WU,6.0,2609575639.0,Finance,Regional Banks
WTW,9.0,31995740356.0,Finance,Insurance Brokers/Services
WTTR,6.0,1310885098.0,Utilities,Water Utilities
WTS,6.0,9210166091.0,Producer Manufacturing,Industrial Machinery
WTRG,7.0,11594574383.0,Utilities,Water Utilities
WTM,2.0,4758047801.0,Finance,Multi-Line Insurance
WTFCN,,8050342698.0,Finance,Regional Banks
WTFC,9.0,8050342698.0,Finance,Regional Banks
WT,7.0,1897681946.0,Miscellaneous,Investment Trusts/Mutual Funds
WST,9.0,19212918541.0,Health Technology,Medical Specialties
WSR,,1205628677.0,Finance,Real Estate Investment Trusts
WSO,5.0,15064079069.0,Producer Manufacturing,Building Products
WSM,10.0,22835688114.000004,Retail Trade,Specialty Stores
WSFS,,2818046068.0,Finance,Savings Banks
WSC,5.0,4023859188.0,Finance,Finance/Rental/Leasing
WSBCP,,2914251066.0,Finance,Regional Banks
WSBCO,,2914251066.0,Finance,Regional Banks
WSBC,10.0,2914251066.0,Finance,Regional Banks
WS,7.0,1528041678.0,Non-Energy Minerals,Steel
WRD,5.0,2996089297.0,Technology Services,Packaged Software
WRBY,7.0,2625766294.0,Retail Trade,Specialty Stores
WRB/PH,8.0,27934914241.0,Finance,Multi-Line Insurance
WRB/PG,8.0,27934914241.0,Finance,Multi-Line Insurance
WRB/PF,8.0,27934914241.0,Finance,Multi-Line Insurance
WRB/PE,8.0,27934914241.0,Finance,Multi-Line Insurance
WRB,8.0,27934914241.0,Finance,Multi-Line Insurance
WPP,3.0,5178318435.717899,Commercial Services,Advertising/Marketing Services
WPM,8.0,51523930260.94661,Non-Energy Minerals,Precious Metals
WPC,6.0,14930831232.0,Finance,Real Estate Investment Trusts
WOR,10.0,2813525403.0,Producer Manufacturing,Industrial Machinery
WOOF,6.0,1006125686.0,Retail Trade,Internet Retail
WMT,10.0,848869463605.0001,Retail Trade,Specialty Stores
WMS,9.0,10926574083.0,Producer Manufacturing,Miscellaneous Manufacturing
WMK,5.0,1698221719.0,Retail Trade,Food Retail
WMG,9.0,16930737829.999998,Commercial Services,Commercial Printing/Forms
WMB,6.0,76360219341.00002,Industrial Services,Oil & Gas Pipelines
WM,8.0,85919676731.0,Industrial Services,Environmental Services
WLYB,,1970316642.0,Consumer Services,Publishing: Books/Magazines
WLY,4.0,1970316642.0,Consumer Services,Publishing: Books/Magazines
WLK,6.0,9753128586.0,Process Industries,Chemicals: Specialty
WLDN,7.0,1380717940.0,Commercial Services,Miscellaneous Commercial Services
WKC,5.0,1379171407.9999998,Distribution Services,Wholesale Distributors
WK,,4887359124.0,Technology Services,Information Technology Services
WIX,8.0,7372693199.000001,Technology Services,Packaged Software
WIT,4.0,30194782139.269417,Technology Services,Information Technology Services
WING,3.0,6876782952.0,Consumer Services,Restaurants
WINA,7.0,1562993583.0,Retail Trade,Apparel/Footwear Retail
WHR,6.0,4035017260.000001,Consumer Durables,Electronics/Appliances
WHD,,2842901960.0,Industrial Services,Oilfield Services/Equipment
WH,9.0,5949678622.000001,Consumer Services,Hotels/Resorts/Cruise lines
WGS,8.0,3401762210.0,Health Services,Medical/Nursing Services
WFRD,10.0,4529196637.0,Industrial Services,Oilfield Services/Equipment
WFG,5.0,5294502424.074043,Non-Energy Minerals,Forest Products
WFC/PZ,8.0,269089057617.0,Finance,Major Banks
WFC/PY,8.0,269089057617.0,Finance,Major Banks
WFC/PL,8.0,269089057617.0,Finance,Major Banks
